00000001,Joseph,Sims,014,WR,252,454,342495.97
00000002,Stephen,Spears,021,QB,247,430,718899.63
00000003,Brady,Brown,032,WR,162,-60,197122.53
00000004,Robert,Davis,019,WR,226,149,734358.78
00000005,William,Phillips,014,WR,138,351,920038.72
00000006,William,Riley,031,RB,137,117,477278.98
00000007,Michael,Thompson,018,WR,126,426,469355.66
00000008,Darryl,Berry,012,QB,294,-53,964005.27
00000009,Robert,Velasquez,020,QB,0,314,751856.81
00000010,James,Pierce,022,WR,131,44,131582.79
00000011,Benjamin,Schwartz,014,WR,300,188,229556.98
00000012,Dennis,Ford,008,QB,69,73,408981.18
00000013,Chad,Cruz,016,WR,199,-61,719312.42
00000014,Rodney,Phillips,014,RB,218,179,838748.91
00000015,Manuel,Bradley,024,QB,20,125,304250.63
00000016,Robert,Mcknight,027,QB,62,435,127054.63
00000017,Jesus,Mccarty,024,QB,213,-22,615559.41
00000018,William,Leon,008,WR,258,306,656873.76
00000019,Zachary,Henson,006,RB,140,-60,997348.32
00000020,Timothy,Figueroa,005,QB,45,285,268671.95
00000021,Justin,Cole,002,WR,106,260,918483.98
00000022,David,Evans,026,QB,251,223,253477.99
00000023,Andrew,Anderson,020,RB,94,13,910555.48
00000024,Christopher,Cooper,012,WR,186,366,991462.94
00000025,Anthony,Salazar,017,RB,130,-58,701765.06
00000026,Thomas,Norman,005,RB,186,442,660459.25
00000027,Donald,Shah,003,RB,152,-88,152656.48
00000028,Jason,Mcbride,031,WR,243,250,935158.46
00000029,Matthew,Williams,012,RB,286,40,440539.18
00000030,David,Taylor,002,QB,196,120,411167.86
00000031,Michael,Shaw,007,QB,265,188,933863.18
00000032,Brandon,Brown,002,RB,190,-70,467036.82
00000033,Christopher,Johnson,024,RB,107,232,971553.99
00000034,Riley,Curry,018,WR,122,68,437896.17
00000035,Mark,Clark,003,WR,102,470,308324.84
00000036,Ryan,Wilson,010,WR,242,161,881053.82
00000037,Michael,Stewart,003,WR,135,454,203625.41
00000038,Michael,Smith,001,WR,198,491,419880.48
00000039,Aaron,Wallace,014,RB,41,409,434185.43
00000040,Darryl,Bryant,010,QB,0,105,628613.14
00000041,Dean,Ray,011,WR,77,235,809490.47
00000042,Rodney,Trevino,015,QB,136,164,681512.16
00000043,Zachary,Johnson,017,QB,132,-73,683858.76
00000044,Frank,Hodge,023,QB,234,41,556412.55
00000045,Daniel,Duran,018,WR,232,298,170774.96
00000046,Adam,Tanner,010,WR,277,128,856148.8
00000047,Justin,Peterson,024,QB,231,289,321229.8
00000048,Darryl,Reeves,031,QB,168,237,311966.29
00000049,Michael,Davis,006,WR,148,-13,982869.65
00000050,Riley,Archer,025,QB,270,-60,442318.92
00000051,Taylor,Jennings,012,RB,214,428,667203.34
00000052,Mitchell,Lewis,006,WR,230,384,979949.21
00000053,Aaron,Meyer,007,RB,63,380,922341.04
00000054,Joseph,Hayden,011,QB,250,74,392664.79
00000055,Raymond,Wiley,031,RB,166,489,772107.55
00000056,Gregory,Owens,016,RB,232,127,867427.0
00000057,Jeff,Yu,024,WR,83,112,960596.63
00000058,Kevin,Barker,025,QB,285,123,282289.57
00000059,Andre,Ellis,015,RB,291,-37,279790.01
00000060,Nathan,Jones,013,WR,60,362,137077.94
00000061,Ian,Sparks,016,QB,273,452,174017.35
00000062,David,Jones,006,RB,154,295,413204.37
00000063,Vincent,Clark,023,RB,45,-87,292980.58
00000064,Ricky,Brooks,018,QB,283,361,863996.2
00000065,Eric,Williams,008,WR,153,365,892835.79
00000066,Matthew,Hartman,012,QB,189,399,691248.28
00000067,Nicholas,Williams,028,QB,203,456,362364.77
00000068,Steven,Morris,007,RB,48,229,274774.24
00000069,Michael,Boyd,010,RB,243,-26,105867.76
00000070,Johnny,Marquez,014,WR,125,292,950926.55
00000071,Dwayne,Spencer,008,WR,132,-12,308586.19
00000072,Evan,Watson,014,RB,28,118,741713.38
00000073,Mason,Patel,025,QB,129,171,116941.49
00000074,Henry,Munoz,025,WR,211,111,821148.77
00000075,Matthew,Brooks,011,QB,53,-43,254573.12
00000076,Kenneth,Barrera,026,RB,43,-69,206798.78
00000077,David,Rollins,028,QB,213,467,296173.91
00000078,Dwayne,Walker,021,RB,14,398,559171.12
00000079,Donald,Knight,003,RB,32,246,561214.37
00000080,Brandon,Smith,027,QB,122,487,861214.12
00000081,Scott,Martinez,016,WR,132,386,835874.2
00000082,Marcus,Hess,020,QB,213,484,368184.65
00000083,Benjamin,Santos,016,RB,211,197,433610.23
00000084,Edward,Taylor,012,QB,209,153,141850.7
00000085,Joseph,Higgins,004,WR,71,157,612785.31
00000086,Charles,Kemp,005,RB,10,46,254702.87
00000087,Anthony,Livingston,014,WR,271,288,308077.15
00000088,Larry,Harris,012,WR,72,68,145087.97
00000089,David,Rowland,002,QB,169,-10,499404.93
00000090,William,Kirby,031,WR,61,406,827981.45
00000091,Jeffrey,Rivera,010,WR,244,247,561259.17
00000092,Edward,Garner,004,QB,239,439,509288.02
00000093,David,Ortega,002,RB,51,308,431695.57
00000094,Eric,Pennington,018,QB,11,256,364626.71
00000095,Jared,Smith,018,WR,143,294,342028.8
00000096,Gary,Zhang,030,WR,206,118,141635.84
00000097,Antonio,Robinson,020,QB,166,48,714765.92
00000098,Michael,Liu,032,WR,267,496,505033.73
00000099,Dustin,Nguyen,010,QB,176,89,451396.84
00000100,Todd,Johnson,025,QB,259,-2,309508.46
